"security_id","exchange_id","code_id","full_name","name","ename","underlying_security_id","t_uint","p_uint","fs_p_uint","mf_price","ft_margins","ce_multiplier","pre_settle_price","up_limit_price","down_limit_price","rtd","type_code","security_type","cc_type","list_date","delist_date","dl_month","l_price","l_tdl_date","c_months_desc","t_hours_desc","lt_dated_desc","d_data_desc","dmean_desc","dsite_desc","lt_date_hour_desc","contract_value_desc","max_price_fluct_desc","post_limit_desc","source_type","update_time"
"A0109","DCE","A","黄大豆1号0109合约","豆一0109","DCE-A0109",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20000915","20010914","200109","2330","20010925","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0111","DCE","A","黄大豆1号0111合约","豆一0111","DCE-A0111",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20001115","20011114","200111","2390","20011123","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0201","DCE","A","黄大豆1号0201合约","豆一0201","DCE-A0201",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20010116","20020118","200201","2200","20020125","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0203","DCE","A","黄大豆1号0203合约","豆一0203","DCE-A0203",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20010315","20020314","200203","2050","20020325","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0205","DCE","A","黄大豆1号0205合约","豆一0205","DCE-A0205",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20010522","20020521","200205","2060","20020530","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0207","DCE","A","黄大豆1号0207合约","豆一0207","DCE-A0207",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20010716","20020712","200207","2320","20020723","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0209","DCE","A","黄大豆1号0209合约","豆一0209","DCE-A0209",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20010917","20020913","200209","2220","20020924","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0211","DCE","A","黄大豆1号0211合约","豆一0211","DCE-A0211",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20011115","20021114","200211","2100","20021125","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0301","DCE","A","黄大豆1号0301合约","豆一0301","DCE-A0301",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020121","20030115","200301","2090","20030124","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0303","DCE","A","黄大豆1号0303合约","豆一0303","DCE-A0303",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020315","20030314","200303","2050","20030321","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0305","DCE","A","黄大豆1号0305合约","豆一0305","DCE-A0305",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020315","20030523","200305","2050","20030530","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0307","DCE","A","黄大豆1号0307合约","豆一0307","DCE-A0307",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020315","20030714","200307","2050","20030721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0309","DCE","A","黄大豆1号0309合约","豆一0309","DCE-A0309",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020522","20030912","200309","2160","20030919","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0311","DCE","A","黄大豆1号0311合约","豆一0311","DCE-A0311",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020522","20031114","200311","2160","20031121","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0401","DCE","A","黄大豆1号0401合约","豆一0401","DCE-A0401",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020715","20040115","200401","2120","20040129","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0403","DCE","A","黄大豆1号0403合约","豆一0403","DCE-A0403",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20020916","20040312","200403","2220","20040319","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0405","DCE","A","黄大豆1号0405合约","豆一0405","DCE-A0405",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20021115","20040521","200405","2250","20040528","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0407","DCE","A","黄大豆1号0407合约","豆一0407","DCE-A0407",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20030116","20040714","200407","2390","20040721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:53"
"A0409","DCE","A","黄大豆1号0409合约","豆一0409","DCE-A0409",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20030317","20040914","200409","2450","20040921","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0411","DCE","A","黄大豆1号0411合约","豆一0411","DCE-A0411",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20030526","20041112","200411","2500","20041119","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0501","DCE","A","黄大豆1号0501合约","豆一0501","DCE-A0501",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20030715","20050117","200501","2420","20050124","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0503","DCE","A","黄大豆1号0503合约","豆一0503","DCE-A0503",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20030915","20050314","200503","2440","20050321","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0505","DCE","A","黄大豆1号0505合约","豆一0505","DCE-A0505",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20031117","20050520","200505","2920","20050527","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0507","DCE","A","黄大豆1号0507合约","豆一0507","DCE-A0507",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20040116","20050714","200507","3170","20050721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0509","DCE","A","黄大豆1号0509合约","豆一0509","DCE-A0509",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20040315","20050914","200509","3370","20050921","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0511","DCE","A","黄大豆1号0511合约","豆一0511","DCE-A0511",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20040524","20051114","200511","2900","20051121","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0601","DCE","A","黄大豆1号0601合约","豆一0601","DCE-A0601",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20040715","20060117","200601","2740","20060124","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:53"
"A0603","DCE","A","黄大豆1号0603合约","豆一0603","DCE-A0603",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20040915","20060314","200603","2580","20060321","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0605","DCE","A","黄大豆1号0605合约","豆一0605","DCE-A0605",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20041115","20060519","200605","2490","20060526","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0607","DCE","A","黄大豆1号0607合约","豆一0607","DCE-A0607",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20050118","20060714","200607","2540","20060721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0609","DCE","A","黄大豆1号0609合约","豆一0609","DCE-A0609",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20050315","20060914","200609","2840","20060921","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:55"
"A0611","DCE","A","黄大豆1号0611合约","豆一0611","DCE-A0611",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20050523","20061114","200611","2950","20061121","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0701","DCE","A","黄大豆1号0701合约","豆一0701","DCE-A0701",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20050715","20070117","200701","3060","20070124","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0703","DCE","A","黄大豆1号0703合约","豆一0703","DCE-A0703",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20050915","20070314","200703","2800","20070321","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0705","DCE","A","黄大豆1号0705合约","豆一0705","DCE-A0705",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20051115","20070521","200705","2720","20070528","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0707","DCE","A","黄大豆1号0707合约","豆一0707","DCE-A0707",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20060118","20070713","200707","2710","20070720","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0709","DCE","A","黄大豆1号0709合约","豆一0709","DCE-A0709",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20060315","20070914","200709","2810","20070921","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0711","DCE","A","黄大豆1号0711合约","豆一0711","DCE-A0711",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20060522","20071114","200711","2800","20071121","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0801","DCE","A","黄大豆1号0801合约","豆一0801","DCE-A0801",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20060717","20080115","200801","2870","20080122","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:57"
"A0803","DCE","A","黄大豆1号0803合约","豆一0803","DCE-A0803",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20060915","20080314","200803","2750","20080321","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0805","DCE","A","黄大豆1号0805合约","豆一0805","DCE-A0805",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20061115","20080516","200805","3026","20080523","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0807","DCE","A","黄大豆1号0807合约","豆一0807","DCE-A0807",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20070118","20080714","200807","3266","20080721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0809","DCE","A","黄大豆1号0809合约","豆一0809","DCE-A0809",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20070315","20080912","200809","3419","20080919","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0811","DCE","A","黄大豆1号0811合约","豆一0811","DCE-A0811",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20070522","20081114","200811","3471","20081121","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:53"
"A0901","DCE","A","黄大豆1号0901合约","豆一0901","DCE-A0901",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20070716","20090116","200901","3524","20090123","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:54"
"A0903","DCE","A","黄大豆1号0903合约","豆一0903","DCE-A0903",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20070917","20090313","200903","3804","20090320","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
"A0905","DCE","A","黄大豆1号0905合约","豆一0905","DCE-A0905",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20071115","20090515","200905","4079","20090522","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:53"
"A0907","DCE","A","黄大豆1号0907合约","豆一0907","DCE-A0907",,"吨","10","人民币元/吨","1","最低交易保证金:合约价值的5%","1","0","0","0","1","703001008","1","0","20080116","20090714","200907","4399","20090721","1,3,5,7,9,11","上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)","合约月份的第10个交易日","最后交易日后第3个交易日","实物交割","大连商品交易所指定交割仓库",,,"上一交易日结算价的4%",,"1","12/3/2020 08:30:56"
